SCR,Realized_Delta_BOF
"tensor(618930.5107, dtype=torch.float64)",885609.5329150894
"tensor(617317.7765, dtype=torch.float64)",874491.4704373936
"tensor(619754.1496, dtype=torch.float64)",886680.2020957837
"tensor(598420.3674, dtype=torch.float64)",879413.8859970676
"tensor(619513.3028, dtype=torch.float64)",875215.7352423136
"tensor(615342.3604, dtype=torch.float64)",876040.8418234906
"tensor(606560.3691, dtype=torch.float64)",864472.4370685418
"tensor(634107.9514, dtype=torch.float64)",860531.7628566052
"tensor(629714.2164, dtype=torch.float64)",861070.3688588442
"tensor(627425.6151, dtype=torch.float64)",868120.1959452627
"tensor(613092.7916, dtype=torch.float64)",860875.8349274991
"tensor(609688.5287, dtype=torch.float64)",863293.6403035824
"tensor(619044.9853, dtype=torch.float64)",855143.1570459311
"tensor(601242.2765, dtype=torch.float64)",858564.6588890814
"tensor(618951.6047, dtype=torch.float64)",835213.5369093926
"tensor(629206.3117, dtype=torch.float64)",848355.0462371431
"tensor(608879.6947, dtype=torch.float64)",842937.8912715934
"tensor(607449.7370, dtype=torch.float64)",845050.1364214801
"tensor(608224.5971, dtype=torch.float64)",853797.344840098
"tensor(621028.8540, dtype=torch.float64)",851946.8944283369
"tensor(607483.1467, dtype=torch.float64)",849028.2713857493
"tensor(608514.9175, dtype=torch.float64)",851422.6017751013
"tensor(625856.3344, dtype=torch.float64)",857023.0815843304
"tensor(618084.2470, dtype=torch.float64)",849441.9772126359
"tensor(625387.5524, dtype=torch.float64)",848123.2237062892
"tensor(625310.6167, dtype=torch.float64)",840203.9677742268
"tensor(615807.6781, dtype=torch.float64)",827229.8432679347
"tensor(616203.7435, dtype=torch.float64)",829210.3934295687
"tensor(595208.7311, dtype=torch.float64)",822963.602628952
"tensor(612623.5899, dtype=torch.float64)",808267.9519850722
"tensor(607583.1531, dtype=torch.float64)",809558.8011173204
"tensor(610702.3135, dtype=torch.float64)",814575.4899825872
"tensor(614523.4711, dtype=torch.float64)",804439.6339637311
"tensor(632382.5621, dtype=torch.float64)",810908.6059869556
"tensor(598505.7439, dtype=torch.float64)",801321.8835996191
"tensor(616894.9523, dtype=torch.float64)",814761.5401000986
"tensor(613358.0083, dtype=torch.float64)",830933.9718108748
"tensor(627262.1404, dtype=torch.float64)",848224.4778075173
"tensor(591286.8507, dtype=torch.float64)",881204.8304613654
"tensor(608702.7227, dtype=torch.float64)",918331.3745416111
"tensor(601306.2128, dtype=torch.float64)",906525.5885150225
"tensor(602145.9840, dtype=torch.float64)",899208.4900036224
"tensor(600779.3673, dtype=torch.float64)",879862.9413258425
"tensor(600774.7664, dtype=torch.float64)",884921.0819733829
"tensor(608279.8748, dtype=torch.float64)",920755.3149912079
"tensor(600019.8010, dtype=torch.float64)",956872.3651818479
"tensor(592527.2723, dtype=torch.float64)",996408.1057406841
"tensor(534109.5625, dtype=torch.float64)",1003276.6100771308
"tensor(550075.5662, dtype=torch.float64)",1140122.5310729728
"tensor(567999.2038, dtype=torch.float64)",1164554.6966008288
"tensor(559085.5062, dtype=torch.float64)",1285665.9177525868
"tensor(552723.2434, dtype=torch.float64)",1334494.9073099517
"tensor(554378.0698, dtype=torch.float64)",1435220.5983618523
"tensor(563672.3637, dtype=torch.float64)",1371671.9175152343
"tensor(542953.2915, dtype=torch.float64)",1285133.811640844
"tensor(562547.2734, dtype=torch.float64)",1362138.840639805
"tensor(556799.7413, dtype=torch.float64)",1230444.2741958906
"tensor(558188.4495, dtype=torch.float64)",1222999.5167713033
"tensor(562774.6445, dtype=torch.float64)",1204365.9447542124
"tensor(536418.0490, dtype=torch.float64)",1218366.5392653581
"tensor(550244.1738, dtype=torch.float64)",1223381.7184213956
"tensor(559904.9915, dtype=torch.float64)",1185973.0726315125
"tensor(560579.4767, dtype=torch.float64)",1235131.9520374876
"tensor(568118.3181, dtype=torch.float64)",1229933.5412226326
"tensor(568507.1047, dtype=torch.float64)",1267281.3831577306
"tensor(560331.3712, dtype=torch.float64)",1240416.7103337827
"tensor(566136.7618, dtype=torch.float64)",1215471.3658390855
"tensor(571474.7294, dtype=torch.float64)",1203036.8307136665
"tensor(563786.9213, dtype=torch.float64)",1162056.0735897217
"tensor(568099.3208, dtype=torch.float64)",1182480.0616757867
"tensor(569551.2682, dtype=torch.float64)",1227961.6458897344
"tensor(567495.4362, dtype=torch.float64)",1243634.4959092664
"tensor(566198.6835, dtype=torch.float64)",1224726.0676329394
"tensor(561141.4631, dtype=torch.float64)",1245179.637359997
"tensor(568181.5328, dtype=torch.float64)",1283171.238549825
"tensor(568524.1476, dtype=torch.float64)",1274370.1684651424
"tensor(561365.5624, dtype=torch.float64)",1245264.925837891
"tensor(563750.3588, dtype=torch.float64)",1264414.9475197624
"tensor(556995.9535, dtype=torch.float64)",1242241.3776939746
"tensor(564167.2390, dtype=torch.float64)",1236700.2743406494
"tensor(562012.3182, dtype=torch.float64)",1210926.3833496773
"tensor(563395.7315, dtype=torch.float64)",1213868.7567168889
"tensor(551308.7985, dtype=torch.float64)",1264514.2021250469
"tensor(574632.0947, dtype=torch.float64)",1228690.8167843046
"tensor(532472.0986, dtype=torch.float64)",1251328.5695722385
"tensor(564598.8320, dtype=torch.float64)",1217627.5290109
"tensor(554234.7708, dtype=torch.float64)",1205118.5823318432
"tensor(573776.4524, dtype=torch.float64)",1215005.8069047371
"tensor(557992.2791, dtype=torch.float64)",1252231.945424833
"tensor(552120.5767, dtype=torch.float64)",1293824.6073572077
"tensor(560908.1641, dtype=torch.float64)",1292025.2360319323
"tensor(564284.3545, dtype=torch.float64)",1291797.6742061907
"tensor(551771.2372, dtype=torch.float64)",1242411.9113484833
"tensor(579607.2783, dtype=torch.float64)",1253297.0446292162
"tensor(552459.9476, dtype=torch.float64)",1261214.5870564769
"tensor(575575.4008, dtype=torch.float64)",1281018.1858143916
"tensor(562500.3173, dtype=torch.float64)",1260661.352298332
"tensor(578485.1344, dtype=torch.float64)",1245336.633404973
"tensor(577607.7270, dtype=torch.float64)",1224336.905420538
"tensor(553977.9968, dtype=torch.float64)",1227940.9345969143
"tensor(560574.7235, dtype=torch.float64)",1203879.1399463022
"tensor(550904.5991, dtype=torch.float64)",1219114.4602338388
"tensor(577805.8742, dtype=torch.float64)",1216890.2567104537
"tensor(550789.8471, dtype=torch.float64)",1182139.4309885807
"tensor(567713.2180, dtype=torch.float64)",1149950.1245203074
"tensor(557727.7718, dtype=torch.float64)",1154114.19045343
"tensor(568248.9037, dtype=torch.float64)",1140385.284362432
"tensor(555612.3970, dtype=torch.float64)",1148156.2397103913
"tensor(568778.0520, dtype=torch.float64)",1189121.4645369856
"tensor(560805.5035, dtype=torch.float64)",1208005.3107278112
"tensor(571116.6952, dtype=torch.float64)",1262354.3861501121
"tensor(577836.3625, dtype=torch.float64)",1251137.4330131495
"tensor(562465.6580, dtype=torch.float64)",1244458.077785477
"tensor(575624.6046, dtype=torch.float64)",1218590.1307458219
"tensor(570800.0928, dtype=torch.float64)",1220923.4972649396
"tensor(551621.0232, dtype=torch.float64)",1211702.2672743304
"tensor(566335.6287, dtype=torch.float64)",1223034.9440700545
"tensor(571818.9449, dtype=torch.float64)",1224319.3018010657
"tensor(563530.1568, dtype=torch.float64)",1219392.0871529775
"tensor(566568.5595, dtype=torch.float64)",1254098.394000671
"tensor(549429.0744, dtype=torch.float64)",1266455.5789760402
"tensor(555298.3137, dtype=torch.float64)",1257773.2037229955
"tensor(558139.5337, dtype=torch.float64)",1267855.8827002842
"tensor(577559.3638, dtype=torch.float64)",1256103.8967957404
"tensor(572688.6415, dtype=torch.float64)",1225775.901819877
"tensor(565616.6819, dtype=torch.float64)",1202752.6645757605
"tensor(545791.8188, dtype=torch.float64)",1199504.9924698041
"tensor(548395.4555, dtype=torch.float64)",1192771.7161689012
"tensor(552986.9701, dtype=torch.float64)",1227670.087202785
"tensor(567343.9021, dtype=torch.float64)",1239178.5738682668
"tensor(581296.3715, dtype=torch.float64)",1262887.4907496665
"tensor(582743.9490, dtype=torch.float64)",1255007.187373151
"tensor(568560.5844, dtype=torch.float64)",1246283.4957943908
"tensor(571745.4494, dtype=torch.float64)",1282733.8414547285
"tensor(577187.3312, dtype=torch.float64)",1302307.1874146233
"tensor(557675.8660, dtype=torch.float64)",1306351.0235844369
