SCR,Realized_Delta_BOF
"tensor(475001.6341, dtype=torch.float64)",1286846.5632319285
"tensor(470197.9806, dtype=torch.float64)",1282336.5113493437
"tensor(476402.0429, dtype=torch.float64)",1327140.1387828647
"tensor(479348.7249, dtype=torch.float64)",1302497.8412607107
"tensor(483752.0369, dtype=torch.float64)",1302523.2151184692
"tensor(492735.1085, dtype=torch.float64)",1303132.8745825905
"tensor(483164.0806, dtype=torch.float64)",1294611.31746083
"tensor(481097.5736, dtype=torch.float64)",1258568.6041913864
"tensor(487463.6184, dtype=torch.float64)",1252723.9419753123
"tensor(486337.4209, dtype=torch.float64)",1240472.4700805417
"tensor(479061.9499, dtype=torch.float64)",1267778.473473288
"tensor(492291.4367, dtype=torch.float64)",1309927.6548925857
"tensor(463930.9781, dtype=torch.float64)",1294294.0908506962
"tensor(455727.2276, dtype=torch.float64)",1316215.680537606
"tensor(489182.7716, dtype=torch.float64)",1310475.1811470015
"tensor(465740.7520, dtype=torch.float64)",1291673.1908917148
"tensor(478510.3422, dtype=torch.float64)",1277578.0957271187
"tensor(465551.2447, dtype=torch.float64)",1298991.5828275692
"tensor(483061.1926, dtype=torch.float64)",1291869.4581565626
"tensor(461096.8818, dtype=torch.float64)",1265909.4824121261
"tensor(496770.5006, dtype=torch.float64)",1269976.9037258564
"tensor(481787.9894, dtype=torch.float64)",1220685.10899462
"tensor(471874.6667, dtype=torch.float64)",1206225.1368880724
"tensor(469995.1266, dtype=torch.float64)",1215581.1631260207
"tensor(468673.4288, dtype=torch.float64)",1219899.1850641926
"tensor(469701.6843, dtype=torch.float64)",1206433.5178336597
"tensor(462648.3935, dtype=torch.float64)",1196703.7393425456
"tensor(478897.6799, dtype=torch.float64)",1192797.1264316037
"tensor(478785.4776, dtype=torch.float64)",1215265.8098850788
"tensor(489884.3912, dtype=torch.float64)",1214654.2264992
"tensor(496593.7486, dtype=torch.float64)",1240956.7290808004
"tensor(470768.3929, dtype=torch.float64)",1241473.4875713778
"tensor(457956.2044, dtype=torch.float64)",1248065.1312559324
"tensor(470623.2561, dtype=torch.float64)",1281599.3957899997
"tensor(467891.9887, dtype=torch.float64)",1297924.1224573145
