SCR,Realized_Delta_BOF
"tensor(862177.1895, dtype=torch.float64)",1047781.7551253454
"tensor(865189.9896, dtype=torch.float64)",1052332.2057564775
"tensor(868082.0450, dtype=torch.float64)",1035146.2130953735
"tensor(858960.4191, dtype=torch.float64)",1041788.1315310806
"tensor(865003.8636, dtype=torch.float64)",1047216.0030329573
"tensor(865860.5701, dtype=torch.float64)",1056348.483582408
"tensor(863247.6350, dtype=torch.float64)",1057665.2143530052
"tensor(867199.2247, dtype=torch.float64)",1048708.8523338882
"tensor(856001.3488, dtype=torch.float64)",1036372.86618161
"tensor(867235.4266, dtype=torch.float64)",1029977.0543014397
"tensor(852824.3669, dtype=torch.float64)",1045105.5536381551
"tensor(853556.2516, dtype=torch.float64)",1026263.9152848292
"tensor(861478.1604, dtype=torch.float64)",1025777.4441593428
"tensor(860027.4954, dtype=torch.float64)",1043090.3027305156
"tensor(867401.9411, dtype=torch.float64)",1051847.7748585101
"tensor(864896.1114, dtype=torch.float64)",1053718.7442084816
"tensor(859152.1675, dtype=torch.float64)",1078757.2483951359
"tensor(860796.0288, dtype=torch.float64)",1082498.7527568992
"tensor(862574.9503, dtype=torch.float64)",1064705.3867896453
"tensor(865237.6411, dtype=torch.float64)",1078646.801009753
"tensor(859799.4734, dtype=torch.float64)",1079499.7800545697
"tensor(857060.3241, dtype=torch.float64)",1089716.5235674009
"tensor(856105.8879, dtype=torch.float64)",1096050.0666608014
"tensor(867053.3404, dtype=torch.float64)",1086540.879445305
"tensor(844104.0352, dtype=torch.float64)",1101109.7042502987
"tensor(856211.8100, dtype=torch.float64)",1091878.6780799385
"tensor(867629.3893, dtype=torch.float64)",1087684.042525158
"tensor(862496.6037, dtype=torch.float64)",1088537.6011624848
"tensor(855017.8494, dtype=torch.float64)",1094107.6838799214
"tensor(855044.1374, dtype=torch.float64)",1072044.0061803402
"tensor(865736.5230, dtype=torch.float64)",1070910.9553407936
"tensor(853736.7408, dtype=torch.float64)",1061408.3225753116
"tensor(859937.7570, dtype=torch.float64)",1062417.973142761
"tensor(857010.6472, dtype=torch.float64)",1061206.1697355325
"tensor(853616.7535, dtype=torch.float64)",1041222.0648953196
"tensor(857544.4198, dtype=torch.float64)",1037853.4113456139
"tensor(858391.1153, dtype=torch.float64)",1010543.7694852026
"tensor(869457.6467, dtype=torch.float64)",1028718.2850205281
"tensor(846815.1463, dtype=torch.float64)",1011009.4093984708
"tensor(851619.1498, dtype=torch.float64)",1019410.8014249397
"tensor(858142.6853, dtype=torch.float64)",1025264.8722915456
"tensor(862785.5173, dtype=torch.float64)",1046659.3468700445
"tensor(872571.0795, dtype=torch.float64)",1052188.4170477195
"tensor(846378.2011, dtype=torch.float64)",1046163.0042160994
"tensor(860681.5960, dtype=torch.float64)",1066719.9551715662
"tensor(856358.1415, dtype=torch.float64)",1065345.7166589883
"tensor(859865.8907, dtype=torch.float64)",1080559.7097872235
"tensor(860989.5090, dtype=torch.float64)",1068239.7317025424
"tensor(863749.4113, dtype=torch.float64)",1072518.1404552583
"tensor(866465.2006, dtype=torch.float64)",1086068.9026790478
"tensor(854058.5389, dtype=torch.float64)",1081530.3596464626
"tensor(853440.7367, dtype=torch.float64)",1078492.4651041995
