SCR,Realized_Delta_BOF
"tensor(812098.1360, dtype=torch.float64)",1056554.8667266949
"tensor(803419.8471, dtype=torch.float64)",1055130.9620974686
"tensor(804669.5322, dtype=torch.float64)",1050660.9721686596
"tensor(810062.2789, dtype=torch.float64)",1048687.7042815292
"tensor(811413.4299, dtype=torch.float64)",1053607.2388761614
"tensor(817673.1009, dtype=torch.float64)",1050336.1074447592
"tensor(810345.3220, dtype=torch.float64)",1050233.2103765465
"tensor(823932.0157, dtype=torch.float64)",1046742.902485348
"tensor(801687.7535, dtype=torch.float64)",1044759.5238585105
"tensor(800590.4731, dtype=torch.float64)",1048962.3433565397
"tensor(820240.4979, dtype=torch.float64)",1049344.46423916
"tensor(815095.9168, dtype=torch.float64)",1046982.2655395167
"tensor(820749.7139, dtype=torch.float64)",1043216.1370923892
"tensor(794141.7027, dtype=torch.float64)",1040793.7164114125
"tensor(826143.1377, dtype=torch.float64)",1043973.7295984486
"tensor(813057.1749, dtype=torch.float64)",1045707.308550941
"tensor(800275.0853, dtype=torch.float64)",1045958.8455353759
"tensor(825120.1345, dtype=torch.float64)",1043678.3604774105
"tensor(789416.9744, dtype=torch.float64)",1040628.7467027791
"tensor(800213.5258, dtype=torch.float64)",1038616.5483477281
"tensor(797942.5490, dtype=torch.float64)",1035252.5278646252
"tensor(802644.2973, dtype=torch.float64)",1034625.9349958882
"tensor(822675.0963, dtype=torch.float64)",1032656.2268501796
"tensor(820137.0404, dtype=torch.float64)",1027329.3385434055
"tensor(797557.8893, dtype=torch.float64)",1024740.4407884448
"tensor(802912.3534, dtype=torch.float64)",1023543.0868681299
"tensor(805988.5415, dtype=torch.float64)",1024396.246276291
"tensor(800455.1023, dtype=torch.float64)",1016887.8816745795
"tensor(805010.4926, dtype=torch.float64)",1019567.1416505834
"tensor(810996.4847, dtype=torch.float64)",1017580.5075993203
"tensor(803212.5234, dtype=torch.float64)",1016887.4595234545
"tensor(809833.4175, dtype=torch.float64)",1012015.9409097311
"tensor(844710.1936, dtype=torch.float64)",1003454.7253380226
"tensor(877050.8635, dtype=torch.float64)",1013750.6378406462
"tensor(894326.4167, dtype=torch.float64)",1024005.0093079183
"tensor(950851.8367, dtype=torch.float64)",1032736.2136695808
"tensor(953212.7852, dtype=torch.float64)",1052063.077376818
"tensor(941847.3423, dtype=torch.float64)",1062469.7492926405
"tensor(971284.1245, dtype=torch.float64)",1061597.5883234264
1000000.0,1085375.0287588052
1000000.0,1119567.1017292277
