SCR,Realized_Delta_BOF
"tensor(950082.0759, dtype=torch.float64)",990451.6336972803
"tensor(953114.3977, dtype=torch.float64)",987987.7824124964
"tensor(951100.7088, dtype=torch.float64)",983778.201199321
"tensor(950056.6697, dtype=torch.float64)",982518.132002675
"tensor(949997.0419, dtype=torch.float64)",981290.6821367193
"tensor(949136.6848, dtype=torch.float64)",983040.1816997223
"tensor(950259.0488, dtype=torch.float64)",981310.0637438294
"tensor(947723.0903, dtype=torch.float64)",981313.6694057849
"tensor(949444.1627, dtype=torch.float64)",978348.2375199826
"tensor(948446.0564, dtype=torch.float64)",974864.3430328302
"tensor(950265.2459, dtype=torch.float64)",973367.8992610908
"tensor(946829.8285, dtype=torch.float64)",972826.0082322157
