Realized_Delta_BOF,SCR_Values
-124028.29867424500,-161983.41884306600
-124875.07814439800,-161929.30381727400
-130597.72221380300,-161868.6485916650
-134095.1632276270,-162079.5810990660
-130712.79661709000,-163291.1358702440
-131876.6218238840,-163252.335156454
-139565.22363883000,-162808.08601888300
-148854.3227328350,-162781.48437698300
-149918.91581706400,-162909.25924210000
-155987.48268283300,-161490.6853890700
-147214.9218461880,-161734.3602130700
-151538.7406451500,-161802.64065023100
-153353.4075488240,-161787.54933653500
-157911.12430970900,-161895.77175090200
-160867.42206448500,-161882.71803707800
-154665.13840850000,-162024.77063802300
-158903.62679098000,-161951.57320163600
-152147.4915643710,-161103.56584088200
-151585.86808059000,-162155.80336937400
-142449.91672633900,-162341.06672529600
-139127.7228755890,-162507.40615890800
-139766.10406374700,-162572.36395517400
-133413.1104363910,-163552.1088999410
-130843.94182044900,-163485.83475994400
-129678.43534480800,-167223.07594786200
-125804.06364424800,-163847.1723699340
-123098.22424759000,-163626.4385629790
-116931.43059462300,-164243.01281696100
-120473.61510089400,-163252.94286008600
-122912.05534491000,-163027.3710545400
-118749.35575318700,-163105.52563647700
-114890.99724523100,-163137.89145255200
-113834.0226389920,-163258.3742353310
-113324.99656262400,-163297.2091898080
-113937.87490258900,-164322.5016089760
-119964.03040124700,-164317.99098176900
-119849.95132720300,-164435.87596118300
-118313.88988301100,-164447.34110208800
-106261.3872904330,-164355.68554376200
-102298.14820316400,-162910.20594356500
-100871.45003531600,-163272.08648878500
-98018.27381691760,-163050.41915171800
-99903.69935403040,-163107.40352353500
-106302.7058875970,-163288.6069204680
-103621.99698816500,-163789.4031482380
-99244.29792439830,-163924.4166854650
-98776.31801774460,-163672.6992741170
-101401.28137772800,-163685.46546591000
-106754.7074441980,-163589.35815840000
-104284.12992311500,-163796.60270802400
-103865.06164574200,-163802.6811516840
-109555.78434550700,-163924.98198446300
-106730.00200942700,-163816.78811794400
-100890.66156295400,-163925.02466893700
-107265.68372165700,-164075.76636849500
