Realized_Delta_BOF,SCR_Values
23086.28129194607,-146947.50736768197
15951.358751995838,-151452.77561756223
13679.99488303659,-145271.8753670486
11321.10966259602,-143071.50606792376
14154.058673851774,-150712.31767375837
16085.230661647394,-140888.93170488544
17136.547122452524,-146780.44577207864
17993.231346173678,-145830.95584821375
16379.197492867825,-145800.64095548203
14464.18656308297,-151365.06068639996
11720.921067099902,-143967.80666864198
21262.483567360556,-149718.9116068907
26767.092518529855,-141743.00266942367
20895.17915849539,-146074.8636059681
27308.721091206884,-139466.06979703793
31549.545623737387,-150714.60919350784
30084.579226095462,-150196.16779845266
29387.023857625667,-145416.89432800852
19589.695528062643,-139302.08711636835
9621.16100489546,-147962.44830414586
10705.693024776643,-143323.31702624433
2440.3604718637653,-145497.7300412043
4968.730582449352,-146030.7787009017
-2692.9264741161605,-148564.04754449928
-1445.8319116944913,-147680.6197254041
7648.012858015136,-145147.17847073174
14597.525577205466,-141833.69984600059
18259.14526409749,-145875.3578668051
12172.228741179686,-145398.98919711346
11839.381228310987,-149454.3546467995
9566.123250709381,-144483.28568676912
8359.023069699062,-144458.92000782854
6276.810525484616,-146482.5325632478
9052.49127094145,-147372.50702552113
11171.035403868183,-143831.59911214208
8843.630059274845,-141260.1667191212
4127.58556444163,-146317.2086142663
3156.440459917183,-145923.44913608447
6947.449560905341,-142385.486872292
-989.38134466263,-141326.32217476572
-6392.867331235902,-144665.42036812706
-6866.785949821817,-143115.31498484834
-8677.957479352248,-145464.79360620127
-14103.518138665124,-143773.62092754355
-19002.2434924884,-145711.30665752836
-16216.061930593336,-144197.364422152
-17626.63445168268,-147114.6028264325
-19917.92265557917,-146693.58010528737
-18519.74161473906,-144517.11803480226
-23838.87636783067,-154008.97715050261
-30612.445428187377,-143659.71546979403
-28713.468981491867,-147539.40811707685
-29885.810772976838,-146300.40814778785
-27965.736292728572,-141569.2901943793
-27334.193905677297,-143437.0283113002
-34103.91613794211,-138505.7583488708
-38204.128282503225,-142661.30540339858
-37222.4803050803,-147849.06929443806
-37072.10362111498,-140586.94262503585
-44735.42834729771,-147668.73251100918
-53827.14591946523,-143086.4147353498
-60191.636442287476,-141662.4818072153
-50209.69508117798,-144624.50441638613
-44256.23238018202,-145355.20501612406
-39963.37839425285,-143082.42488706397
-40849.21665787685,-142131.29068959464
-39072.27419865818,-146432.93240448306
-40792.37584881869,-144331.0249777672
-42348.70965676231,-147861.6335603259
-48040.00921813701,-140053.70249528473
-47964.20899384492,-149867.65130013917
-50141.580334491446,-142759.2428729569
-52823.812439274625,-142227.59640111317
-51723.6386552488,-143708.9233880406
-48651.45857181528,-144563.42868848133
-43437.389256933704,-145758.29125872807
-44720.3235430537,-144537.2285400274
-49482.68673517858,-145839.62151347692
-55438.664003267884,-140936.7665731399
-54720.4401745107,-142044.73909035686
-62001.61221691605,-142468.61876337827
-62748.3486929615,-147289.53944942539
-61663.979426049395,-147877.8282082527
-67929.70381498092,-148210.49000881426
-76576.48251220444,-148381.58501731546
-88251.46343712322,-149097.35949090548
-104391.97030761326,-145612.4539597329
-109274.70778986532,-147728.38084107384
-100927.72513165197,-144551.538576495
-111371.09543116158,-141527.12446313517
-106597.04503287445,-146097.89930064787
-108669.51393977436,-141384.79446715297
-109133.57876224385,-145098.24064473418
-104205.8869376703,-140694.2884039947
-99855.72252366715,-147327.3058700293
-93254.71514088986,-146354.70341228807
