realized_delta_bof,scr_values
-34103.91613794211,-167936.1700718688
-38204.128282503225,-168063.44019904442
-37222.4803050803,-160651.70323199313
-37072.10362111498,-165981.00065898756
-44735.42834729771,-171352.8826508692
-53827.14591946523,-170209.34212667705
-60191.636442287476,-162624.32822189573
-50209.69508117798,-167034.31941548898
-44256.23238018202,-169743.9026059442
-39963.37839425285,-159529.99576573295
-40849.21665787685,-165801.8590981469
-39072.27419865818,-156878.54159868963
-40792.37584881869,-157872.24620221753
-42348.70965676231,-160256.43980214244
-48040.00921813701,-167849.97712721757
-47964.20899384492,-171330.74550554913
-50141.580334491446,-178902.81786096934
-52823.812439274625,-166481.5204165912
-51723.6386552488,-161735.04794212698
-48651.45857181528,-170988.9235377683
-43437.389256933704,-155888.58304227202
-44720.3235430537,-164092.1519989618
-49482.68673517858,-172121.92902204476
-55438.664003267884,-177268.83531296905
-54720.4401745107,-169939.6668552186
-62001.61221691605,-160506.67250957584
-62748.3486929615,-173825.46733563417
-61663.979426049395,-168947.77064114634
-67929.70381498092,-166079.142948666
-76576.48251220444,-170699.8650315574
-88251.46343712322,-152670.9266244924
-104391.97030761326,-165256.22305317014
-109274.70778986532,-168317.91326877254
-100927.72513165197,-157650.24206251034
-111371.09543116158,-170196.70181613194
-106597.04503287445,-171001.52528806217
-108669.51393977436,-159527.81961398362
-109133.57876224385,-173116.18329342862
-104205.8869376703,-160774.14706057112
-99855.72252366715,-168526.88985458633
-93254.71514088986,-162452.75965222064
-97480.58124164445,-160557.3003489949
-101180.18487990985,-163448.72383009887
-101141.64848105446,-162620.6214791938
-102579.30688809126,-170025.16407737462
-99481.24585570325,-173390.58418528293
-104335.77744178858,-169299.7488877764
-100429.99751076067,-171965.73542064172
-99666.87698499812,-172105.26648582227
-94956.85100506723,-169348.37921577203
-97483.76180107193,-170293.4743538478
-97760.12262778915,-180160.16918440594
-93337.59013649286,-185798.89389390056
-96212.8018970869,-165281.0798746529
-99169.49036408646,-168449.60800021223
-93793.76703548175,-163779.91716808837
-93758.97903813375,-159771.06456822786
-94040.71041593316,-167181.05235604208
-93036.39421118854,-162481.1215494281
-91200.89663479535,-165477.12657739723
-86265.22710238572,-165021.4431432269
-86586.69814228278,-174955.18518767727
-85428.78133489285,-175331.79341706168
-82553.90649758978,-165466.1826679652
-81830.34822200215,-171390.16498356662
-84314.69528724335,-162979.9559812065
-84553.44767182297,-169965.28435337765
-84778.33322334872,-172637.36937676696
-90722.699486856,-164290.326054823
-90542.94316405396,-167738.5436978077
-93062.81078370684,-175747.4886277523
-86748.67570491636,-171366.45175220584
-90143.26300068235,-151588.52315593138
-85945.47330943856,-177152.528915909
-82306.94455116137,-170777.7231759692
-86738.83797022945,-169701.76056228357
-94474.43885645701,-168340.85112259304
-91967.59719493019,-172341.10259805166
-94095.38177474332,-171015.18144109915
-94676.87626861793,-163259.54911264742
-91365.18841874413,-177534.31752233685
-100418.15403281932,-161519.05482008168
-104949.14449863462,-174167.23766925675
-105767.45618323982,-171213.34226371814
-108972.99518925068,-161807.71120707295
-116093.24262529577,-181134.97920873563
-115092.9534581406,-165913.99633299885
-113544.97212280415,-184536.8744009533
-115375.81739144027,-170547.5571128768
-113153.30411545234,-170491.21171028062
-113737.16009855806,-175249.38524345716
-112306.23817888717,-179660.3886204966
-105425.47166747774,-162585.3296875361
-114038.42022008542,-167207.16251227807
-116550.2816279264,-162542.09842291346
-117390.29840819538,-168568.08325563266
-122597.67389937583,-174873.0583971989
-122675.64215944463,-168523.14356213564
-130225.73438737495,-166202.45189806074
-129008.12373106182,-170339.86055622646
-134260.09258229088,-172258.8765564378
-137405.99997593963,-163707.55819765932
-146058.05466198723,-170137.53051876463
-155057.2293571547,-178218.22518634528
-147500.84088229178,-168290.07866576465
-154186.29888821708,-159365.51653477596
-151215.26680289267,-174273.20437324408
-133971.28614378767,-160424.70604402258
-129110.99745806598,-163257.26197451167
-133917.82318820618,-165622.38017528143
-138916.37570047658,-153527.83392061386
-144433.05925901537,-159885.12023221375
-148204.81640312786,-173802.50735417847
-150732.98654476844,-170545.23578111106
-156707.4099042639,-154107.17822335567
-152051.13202750823,-164984.51051110285
-153123.61245086475,-167625.61909923947
-146174.09793877718,-172942.54016467207
-146654.0720438559,-163976.22934315086
-156606.53502571664,-163142.9798038368
-159651.6446838784,-182251.45637567982
-159066.1890416582,-166346.57880116766
-154396.97243947047,-177826.90105488128
-144271.66611003457,-174640.3956696256
-143446.93256012653,-168718.35981830454
-138095.56650267844,-174539.15911939973
-139158.66780847777,-167056.2801132223
-142696.9530340149,-160943.16954957077
-142121.17710472003,-161784.77270686103
-144916.01772849134,-161731.17601636949
-148594.7404340353,-173799.05131629785
-147752.3293783433,-156601.1936687685
-150389.47839191894,-166646.91246097512
-148975.21151158668,-162484.22753793758
-153741.8177498082,-167249.35814189026
-139035.72328941338,-174793.30525983474
-140740.23967362393,-181024.29606755928
-144090.42501346406,-178768.56167730538
-136041.17473416834,-169012.04763322975
-136210.14522733737,-156166.81096915237
-139502.430009919,-165353.23108929058
-137130.214526781,-165850.7121589986
-137216.83033311705,-168577.0254089164
-134454.3195204382,-149979.0383900312
-133011.49639375415,-157759.02370922582
-131667.77500205254,-168497.7538465656
-132753.19012506225,-168540.5788709371
-131356.3608159218,-161544.06814997364
-131820.44251634122,-170058.85999109887
-129794.75948281388,-164224.97457067878
-120545.34548161458,-170285.42524905538
-122083.10216329456,-166526.34917351964
-124362.96099386842,-161927.02205635596
-122305.91665455524,-160817.44080183783
-124028.29867424548,-164910.02291311906
-124875.07814439829,-155830.16794809978
-130597.72221380286,-160413.30044344522
-134095.1632276266,-156493.11656907003
-130712.79661708965,-157095.16154056438
-131876.6218238843,-162344.855627103
-139565.22363882966,-168845.948446578
-148854.3227328353,-163489.7074095275
-149918.91581706377,-176910.73589044285
-155987.48268283322,-163211.44253810972
-147214.9218461878,-178884.49445431773
-151538.7406451502,-172482.5917451249
-153353.4075488241,-164544.8649144679
-157911.12430970895,-168861.78873207932
-160867.42206448514,-171695.3476731819
-154665.13840849977,-156446.48819663026
-158903.62679097964,-168827.19360617688
-152147.4915643714,-171497.27469049254
-151585.86808059004,-164782.04030639003
-142449.91672633926,-161886.53674274078
-139127.7228755894,-173279.38873554394
-139766.10406374733,-169900.30657985632
-133413.1104363905,-176886.9422803528
-130843.94182044861,-171050.9401154702
-129678.43534480757,-165845.7641459126
-125804.06364424841,-181129.77563112637
-123098.22424759029,-157259.8124015038
-116931.43059462262,-158879.20278896182
-120473.61510089424,-169887.99782986403
-122912.05534491036,-174557.89624527365
-118749.35575318686,-178217.8621992512
-114890.99724523118,-172551.1304349188
-113834.0226389924,-180221.2893232567
-113324.99656262412,-164867.32647410478
-113937.87490258948,-174465.71799477178
-119964.03040124662,-169333.86452483665
-119849.95132720307,-168959.5694007713
-118313.88988301111,-164223.88807602762
-106261.3872904327,-177544.9848900506
-102298.14820316399,-170480.76967268426
-100871.45003531617,-166463.76780544757
-98018.27381691756,-167814.76278344262
-99903.69935403042,-152189.73848374328
-106302.7058875974,-160334.8483075716
-103621.99698816473,-164358.75721956394
-99244.29792439833,-163933.71632508526
-98776.31801774458,-156240.86041123653
-101401.28137772833,-159594.8575469416
-106754.7074441982,-146695.3490749984
-104284.12992311514,-171575.19721819274
-103865.06164574181,-155996.6517124239
-109555.78434550692,-163118.08128693094
-106730.00200942706,-154747.5778393926
-100890.66156295361,-148727.45734957943
-107265.68372165714,-165746.83857147745
-111720.81908091065,-151082.20010361576
-116567.65819834662,-146309.7045552889
-127635.3810920323,-155129.69361730432
-126496.03603754693,-138593.32917539752
-118468.09286968666,-154097.96092859446
-118532.83026863029,-141548.76554256014
